;Quận;Phường;Loại hình nhà ở;Giấy tờ pháp lý;Số tầng;Phòng Khách;Car room;Số phòng ngủ;WC;Diện tích; Dài ;    Rộng    ;Giá/m2;;;Quận Ba Đình;;Quận;;;
5120;8;8;2;1;5;1;1;6;5;45;16,67;2,83;73;;;huyện Mê Linh;20;;;;
572;9;4;3;1;5;2;0;3;5;45;16,26;2,34;73;;1;thị trấn Quang Minh;;;;;
576;10;6;3;4;1;1;0;3;1;35;5,56;6,3;62;;2;xã Đại Thịnh;;;;;
5122;7;17;2;1;6;2;1;8;4;55;11;3;100;;3;xã Mê Linh;;;;;
579;7;6;3;1;4;1;0;2;2;35;19,85;3,6;71;;4;xã Tam Đồng ;;;;;
582;10;6;3;1;5;1;0;3;5;35;9;3,8;65;;5;xã Tiền Phong;;;;;
586;6;10;3;1;3;1;0;2;2;22;13,55;2,34;84;;;;;;;;
5266;9;4;2;4;5;2;1;4;3;81;61,37;3,78;80;;;huyện Mỹ Đức;21;;;;
591;10;16;3;1;3;1;0;3;4;35;10;3,21;45;;1;xã Hợp Thanh;;;;;
596;8;6;3;1;4;1;0;3;2;30;9;3,69;75;;;;;;;;
597;4;6;3;1;5;1;0;3;4;30;14,11;3,96;73;;;huyện Phúc Thọ;23;;;;
602;7;20;3;1;2;1;0;3;4;31;8;3,66;108;;1;xã Ngọc Tảo;;;;;
5283;6;10;2;4;5;1;1;8;4;70;14;5;382;;;;;;;;
607;6;4;3;1;4;1;0;2;2;25;10,9;3,05;78;;;huyện Quốc Oai;24;;;;
609;5;7;3;1;4;1;1;5;3;56;11;5,3;77;;1;thị trấn Quốc Oai;;;;;
610;10;15;3;1;4;1;1;6;3;60;15;3,43;75;;2;xã Đại Thành;;;;;
612;9;6;3;4;2;1;0;3;2;40;22,49;3,47;65;;3;xã Đồng Quang;;;;;
5337;4;14;2;4;5;2;0;4;5;210;18,2;11,5;115;;4;xã Nghĩa Hương;;;;;
617;10;6;4;1;5;1;1;5;4;50;24,73;3,64;121;;5;xã Ngọc Liệp;;;;;
629;5;5;3;4;2;1;0;3;4;25;5;3,98;180;;6;xã Phú Cát;;;;;
632;7;3;3;1;4;1;0;3;3;26;12,73;3,03;100;;7;Sài Sơn;;;;;
638;10;5;3;1;5;1;0;4;3;35;10;3,48;60;;;;;;;;
5377;6;10;2;1;5;1;1;4;3;32;21,59;3,85;104;;;huyện Sóc Sơn;25;;;;
643;5;8;3;1;1;1;1;1;1;55;13;3,95;72;;1;thị trấn Sóc Sơn;;;;;
5378;9;3;2;1;5;1;0;6;5;50;12;2,78;166;;2;xã Minh Phú;;;;;
652;10;14;3;1;5;2;0;4;3;35;8;3,89;62;;3;xã Phú Cường;;;;;
653;9;3;3;1;4;1;0;3;2;35;24,73;3,56;82;;4;xã Phú Minh;;27;Huyện Thanh Oai;;
5386;8;1;2;1;5;2;1;4;3;40;21,86;3,64;70;;5;xã Phù Linh;;28;Huyện Thanh Trí;;
662;4;8;3;1;5;2;0;3;4;37;13,07;2,83;78;;6;xã Phù Lỗ;;29;Huyện Thường Tín;;
664;5;4;3;1;6;2;0;4;5;38;10;3,72;92;;7;xã Quang Tiến;;;;;
666;1;6;3;1;5;2;0;5;5;60;12;5;166;;8;xã Thanh Xuân;;;;;
668;6;7;3;1;5;1;0;5;4;62;21,04;3,79;114;;9;xã Tiên Dược;;;;;
669;1;11;3;1;4;1;0;3;2;50;6,25;8;140;;;;;;;;
670;9;2;3;1;5;2;0;4;3;40;8;3,22;112;;;huyện Thạch Thất;26;;;;
672;9;3;3;1;5;1;1;5;4;50;18;3,46;64;;1;xã Hương Ngải;;;;;
673;12;9;3;4;6;1;0;4;5;38;9,5;3,56;81;;2;xã Bình Phú;;;;;
675;6;6;3;1;5;1;0;3;4;35;9;2,86;140;;;;;;;;
676;1;14;3;1;4;1;0;4;2;34;10,6;3,84;94;;;huyện Thanh Oai;27;;;;
677;7;18;3;1;4;1;0;3;2;34;21,67;3,3;71;;1;thị trấn Kim Bài;;;;;
684;7;6;3;1;5;1;0;4;3;25;8;2,36;118;;2;xã Bích Hòa;;;;;
687;7;18;3;1;4;1;0;4;2;45;9;2,39;103;;3;xã Cự Khê;;;;;
688;5;2;3;4;4;1;0;4;2;41;11;3,67;96;;4;xã Đỗ Đông;;;;;
691;10;17;3;1;4;1;0;3;2;30;10,01;3,57;98;;5;xã Phương Trung;;;;;
692;5;2;3;4;1;1;0;2;1;50;10;3,88;60;;6;xã Tam Hưng;;;;;
693;10;14;3;1;4;1;0;3;4;33;19,59;3,49;72;;;;;;;;
694;4;12;4;4;5;2;0;4;5;108;18;6;83;;;huyện Thanh Trì;28;;;;
695;1;11;3;4;2;1;0;3;3;26;8,96;3,49;113;;1;thị trấn Văn Điển;;;;;
698;10;7;3;4;2;1;0;2;4;41;6;2,77;60;;2;xã Đại Áng;;;;;
707;10;16;3;1;4;1;0;3;4;30;9;35;53;;3;xã Đông Mỹ;;;;;
710;6;7;3;1;5;1;0;3;4;32;6;5,3;100;;4;xã Hữu Hòa;;;;;
726;6;17;3;1;3;1;0;2;4;35;8;3,23;88;;5;xã Liên Ninh;;;;;
727;5;6;3;1;3;1;0;5;3;45;7;6,2;122;;6;xã Ngọc Hồi;;;;;
731;10;4;3;1;3;1;0;4;4;47;10;3,7;78;;7;xã Ngũ Hiệp;;;;;
734;9;6;3;1;4;1;0;4;2;38;9;2,77;107;;8;xã Tả Thanh Oai;;;;;
740;10;15;3;1;5;1;0;6;3;52;10;3,78;103;;9;xã Tam Hiệp;;;;;
746;1;7;3;1;3;1;0;2;4;21;6;3,46;78;;10;xã Tứ Hiệp;;;;;
5456;6;5;2;4;2;1;1;3;3;100;49,61;3,53;190;;11;xã Thanh Liệt;;;;;
748;4;6;3;3;4;1;1;3;4;52;10,5;3,59;54;;12;xã Vạn Phúc;;;;;
5506;8;9;2;1;4;1;0;3;2;42;20,8;3,75;202;;13;xã Vĩnh Quỳnh;;;;;
751;10;16;3;1;4;1;0;4;3;36;10;3,92;40;;14;xã Tân Triều;;;;;
753;9;1;3;1;5;2;0;4;5;39;19,79;3,16;82;;;;;;;;
754;7;18;3;1;3;1;0;2;4;25;5;3,67;79;;;huyện Thường Tín;29;;;;
755;8;6;3;1;5;2;0;3;5;45;16,67;3,55;66;;1;thị trấn Thường Tín;;;;;
756;8;5;3;1;5;2;0;3;3;40;31,79;2,76;68;;2;xã Duyên Thái;;;;;
758;10;14;3;1;5;2;0;4;4;33;13,19;3,05;66;;3;xã Hà Hồi;;;;;
761;1;7;3;1;1;1;0;3;1;34;16,43;2,47;94;;4;xã Khánh Hà;;;;;
764;3;3;3;1;5;2;0;5;3;42;30,57;3,45;107;;5;xã Nhị Khê;;;;;
765;10;4;3;1;2;1;0;2;3;41;11;3,93;43;;6;xã Ninh Sở;;;;;
5533;10;6;2;1;4;1;0;3;4;30;8,5;2,93;86;;7;xã Lê Lợi;;;;;
5554;3;3;2;1;1;1;1;3;1;29;21,73;3,54;51;;8;xã Văn Bình;;;;;
770;2;3;3;1;4;1;1;4;2;66;11;6;75;;9;xã Vân Tảo;;;;;
5576;6;5;2;1;1;1;1;3;1;28;9;3,75;117;;;;;;;;
780;12;7;3;1;4;1;0;3;2;31;6,2;2,93;83;;;;;;;;
783;6;9;3;1;6;2;0;3;5;36;8;2,53;161;;;;;;;;
787;12;7;3;1;4;1;0;3;3;31;9;3,77;74;;;;;;;;
5658;6;7;2;1;8;2;1;10;7;55;14;3,67;218;;;;;;;;
793;6;7;3;1;5;1;0;10;3;76;19;3,48;101;;;;;;;;
801;10;16;3;1;4;1;0;4;2;39;10;3,8;42;;;;;;;;
804;6;6;3;1;4;1;0;4;3;60;31,95;3,94;93;;;;;;;;
805;5;4;3;1;5;2;0;4;4;40;10;3,22;87;;;;;;;;
806;8;3;3;1;4;1;0;2;2;24;22,35;3,6;72;;;;;;;;
5869;8;3;2;1;5;2;1;5;4;30;5,2;5,8;95;;;;;;;;
812;3;7;3;1;5;2;0;4;3;35;27,9;3,64;110;;;;;;;;
815;9;6;3;1;2;1;0;2;2;33,1;20,82;2,76;74;;;;;;;;
818;10;16;3;1;4;1;0;3;3;39,8;6,7;6;41;;;;;;;;
822;10;16;3;1;4;1;0;3;3;37;10,2;3,77;37;;;;;;;;
823;10;7;3;1;4;1;0;4;2;45;12;3,34;111;;;;;;;;
825;8;11;3;1;5;2;0;3;3;32;14,05;3,16;87;;;;;;;;
5875;4;14;2;1;5;2;1;4;4;59;23,39;3,05;117;;;;;;;;
827;10;7;3;1;5;1;0;9;4;38;10;3,9;94;;;;;;;;
829;8;2;3;1;4;1;0;3;4;35;9;3,68;75;;;;;;;;
5904;3;8;2;1;6;1;0;4;6;51;17,63;3,69;245;;;;;;;;
832;6;9;3;1;5;2;0;4;3;30;10;3,81;110;;;;;;;;
836;12;7;3;1;4;1;0;3;3;31;7,8;3,47;79;;;;;;;;
837;10;14;3;1;5;2;0;4;3;32;14,53;2,05;70;;;;;;;;
838;10;2;3;1;3;1;0;3;2;33;19,29;3,24;28;;;;;;;;
839;1;11;3;4;1;1;0;3;1;31;10;3,65;138;;;;;;;;
841;11;11;3;1;3;1;0;3;2;32;8;3,93;45;;;;;;;;
5958;9;4;2;1;4;1;0;4;2;43;36,68;3,75;97;;;;;;;;
845;19;8;3;4;5;2;1;4;5;50;14;2,78;51;;;;;;;;
6009;11;2;2;1;2;1;1;2;2;45;10,71;3,95;60;;;;;;;;
847;6;6;3;4;1;1;0;3;1;36,5;10;3,19;95;;;;;;;;
849;10;16;3;4;2;1;0;3;3;36;9;3,09;52;;;;;;;;
852;6;10;3;1;4;1;0;4;3;42;14;3,94;76;;;;;;;;
854;9;3;3;4;2;1;0;2;3;34;12,95;3,09;111;;;;;;;;
858;10;16;3;4;2;1;0;3;4;32;8;3,34;53;;;;;;;;
6073;4;13;2;1;5;2;0;6;5;45;9;3,28;60;;;;;;;;
861;1;9;3;1;5;2;0;3;5;35;15,04;3,53;107;;;;;;;;
862;10;14;3;1;4;1;0;3;3;34;10;3,75;79;;;;;;;;
863;6;6;3;1;4;1;0;3;2;45;16,68;2,18;75;;;;;;;;
870;8;6;3;1;4;1;0;3;2;35;27,81;2,87;67;;;;;;;;
871;10;11;3;1;4;1;0;4;4;37;10;3,53;45;;;;;;;;
872;7;16;3;1;5;2;0;5;4;30;8;3,23;100;;;;;;;;
873;6;10;3;1;4;1;1;4;2;59;17;3,54;74;;;;;;;;
874;7;19;3;1;5;2;0;4;4;45;10;2,55;118;;;;;;;;
6168;5;1;2;1;5;2;0;2;4;35;7;3,48;97;;;;;;;;
876;28;10;3;4;1;1;0;2;1;35;12;3,91;71;;;;;;;;
880;10;15;3;1;4;1;0;2;4;30;9;2,58;78;;;;;;;;
6639;10;6;2;4;3;1;0;5;2;50;12,5;3,76;130;;;;;;;;
883;10;16;3;4;2;1;0;3;2;32;8;3,68;56;;;;;;;;
893;8;3;3;1;7;1;0;5;5;38;12;4;197;;;;;;;;
909;10;16;3;4;1;1;0;3;1;32;8;3,78;56;;;;;;;;
6868;6;10;2;4;1;1;0;3;1;15;5;3,78;333;;;;;;;;
6879;6;11;2;4;2;1;0;3;3;42;14,97;2,27;110;;;;;;;;
915;10;8;3;1;3;1;0;4;3;36;7;3,47;76;;;;;;;;
6909;12;4;2;1;6;1;0;10;4;65;16;3,4;111;;;;;;;;
921;6;17;3;4;6;2;0;4;4;35,5;10;3,69;98;;;;;;;;
6928;9;7;2;1;5;1;1;6;5;62;12,4;5;193;;;;;;;;
928;1;1;3;1;6;1;0;5;6;63;13;2,64;171;;;;;;;;
934;7;19;3;1;5;1;1;4;5;48;11;3,52;110;;;;;;;;
7060;12;3;2;4;8;1;1;5;8;60;12;5;170;;;;;;;;
7170;9;2;2;1;4;1;1;4;2;48;12;3,71;62;;;;;;;;
7218;10;6;2;1;3;1;0;3;3;31;11;3,18;109;;;;;;;;
940;8;10;4;1;5;2;0;3;3;33;28,23;3,28;77;;;;;;;;
948;10;8;3;1;3;1;0;4;4;35;5,83;6;80;;;;;;;;
949;10;16;3;4;1;1;0;3;1;34;9,7;2,46;43;;;;;;;;
7350;7;11;2;1;2;1;1;3;4;110;15;7,5;445;;;;;;;;
959;1;3;3;1;4;1;0;4;2;54;13;3,97;81;;;;;;;;
7475;10;13;2;1;3;1;0;1;2;78;70;3,67;135;;;;;;;;
963;6;5;3;1;7;1;0;4;7;42;6,89;6,1;226;;;;;;;;
964;4;8;3;1;4;1;0;4;4;52;34,6;3,61;54;;;;;;;;
967;4;13;3;1;5;2;0;3;5;31;9;2,25;63;;;;;;;;
969;3;6;3;1;5;2;0;7;3;45;11,25;2,52;82;;;;;;;;
7477;1;5;2;1;4;1;1;4;4;31;7;3,85;90;;;;;;;;
980;10;16;3;1;4;1;0;3;3;31;11,08;3,64;45;;;;;;;;
984;8;4;3;4;1;1;0;2;1;34;8;3,57;76;;;;;;;;
992;8;8;3;1;5;1;0;4;5;40;10;3,8;70;;;;;;;;
1004;1;7;3;1;5;2;0;3;5;42;10;3,69;123;;;;;;;;
1008;12;6;3;1;5;1;0;3;4;33;8;3,54;84;;;;;;;;
1009;1;11;3;4;2;1;0;3;2;28;13,32;3,65;105;;;;;;;;
7500;11;8;2;4;5;2;1;4;3;42;10;3,46;98;;;;;;;;
1019;12;4;3;1;5;1;1;4;5;47;9,4;5;63;;;;;;;;
7677;7;6;2;4;6;1;1;4;6;45;7;8;311;;;;;;;;
7749;5;1;2;1;4;1;0;4;3;56;14;3,55;139;;;;;;;;
1028;7;20;3;1;5;2;0;3;3;43;29,84;3,49;69;;;;;;;;
1030;10;10;3;4;2;1;0;3;2;35;10;2,32;46;;;;;;;;
1031;4;8;3;1;1;1;0;3;1;36;10;2,66;83;;;;;;;;
1041;6;17;3;1;5;1;0;2;4;11;2,7;3,55;122;;;;;;;;
1057;10;11;3;4;2;1;0;3;3;32;8;4;44;;;;;;;;
1060;8;1;3;1;5;2;0;4;5;39;9;3,83;111;;;;;;;;
1070;6;10;3;1;4;1;0;3;2;36;26,38;3,56;55;;;;;;;;
1074;10;16;3;1;4;1;0;4;3;36;14,56;3,25;47;;;;;;;;
1081;6;4;3;1;3;1;0;2;2;22;8,71;3,48;84;;;;;;;;
1096;10;11;3;4;2;1;0;3;2;32;8;3,79;50;;;;;;;;
1106;1;7;3;1;6;1;1;8;5;60;14;3,62;208;;;;;;;;
1110;11;6;3;1;5;2;0;3;3;38;11;3,74;94;;;;;;;;
1112;9;10;3;1;5;2;0;3;5;35;5;7;77;;;;;;;;
1116;8;4;3;1;4;1;0;4;4;42;25,07;3,68;66;;;;;;;;
1117;8;3;3;1;1;1;0;1;1;38;36,07;3,08;52;;;;;;;;
1123;4;11;3;1;5;1;0;6;3;40;18,4;3,51;70;;;;;;;;
1128;10;11;3;1;4;1;0;4;4;37;17,94;2,78;43;;;;;;;;
1132;6;12;3;1;3;1;0;4;2;35;8,5;3,36;97;;;;;;;;
1142;6;10;3;1;5;2;1;8;5;64;13;5;78;;;;;;;;
1154;4;9;3;1;4;1;0;3;2;35;12,36;3,7;68;;;;;;;;
1161;9;3;3;4;6;1;0;6;5;45;20,03;3,29;122;;;;;;;;
1179;8;4;3;1;4;1;0;4;2;45;39,08;3,56;51;;;;;;;;
1180;10;12;4;1;5;2;0;5;5;55;40,25;3,93;101;;;;;;;;
1187;9;5;3;1;4;1;0;4;2;45;38,42;3,18;142;;;;;;;;
1189;7;6;3;1;5;1;0;5;3;34;8;3,76;92;;;;;;;;
7760;8;8;2;1;5;2;0;3;3;35;6,03;5,8;81;;;;;;;;
1207;6;16;3;4;2;1;0;3;2;30;5,56;5,4;90;;;;;;;;
1212;8;3;3;1;5;1;0;3;5;30;9;3,77;80;;;;;;;;
1221;5;7;3;1;4;1;0;4;2;43;11,25;2,71;227;;;;;;;;
1225;4;1;3;1;6;2;1;5;4;47;9;3,71;117;;;;;;;;
1226;8;11;3;1;1;1;0;3;1;51;7,73;6,6;96;;;;;;;;
1231;10;10;3;4;1;1;0;3;1;32;8;3,22;53;;;;;;;;
1233;1;14;3;4;1;1;0;3;1;18;6;3,66;69;;;;;;;;
1234;9;5;3;1;2;1;0;2;2;32;4,38;7,3;100;;;;;;;;
7943;8;1;2;4;4;1;0;5;2;50;36,05;3,1;76;;;;;;;;
7974;10;7;2;4;4;1;0;4;4;50;32,21;3,66;100;;;;;;;;
1249;8;4;3;4;1;1;0;3;1;35;23,26;2,69;65;;;;;;;;
1258;4;12;3;1;5;1;0;4;4;41;10;2,73;65;;;;;;;;
1268;8;8;3;1;5;2;0;3;3;40;10;3,88;70;;;;;;;;
1271;19;9;3;1;3;1;0;2;2;30;8;3,91;40;;;;;;;;
1276;9;5;3;1;5;1;0;4;5;45;10,1;3,58;157;;;;;;;;
1279;6;17;3;1;4;1;0;2;2;19;8,37;3,64;91;;;;;;;;
1282;10;9;3;1;5;1;0;4;5;40;11;3,48;75;;;;;;;;
1286;6;6;3;1;5;2;1;5;4;50;10;3,63;93;;;;;;;;
1287;4;1;3;1;6;1;0;3;4;30;10;3,42;110;;;;;;;;
1288;10;5;3;1;3;1;0;6;2;36;18;3,65;120;;;;;;;;
1289;4;1;3;1;4;1;1;4;4;57;15;2,91;77;;;;;;;;
1292;8;6;3;1;4;1;1;4;4;60;10;6;55;;;;;;;;
1296;3;1;3;1;5;1;0;3;3;60;29,76;3,97;52;;;;;;;;
1297;10;11;3;4;3;1;0;4;2;36;10;3,35;44;;;;;;;;
1306;7;19;3;4;5;2;0;4;5;52;13;2,66;70;;;;;;;;
1307;18;7;3;1;3;1;0;2;2;30;6;2,64;50;;;;;;;;
1309;9;3;3;1;5;2;0;5;5;43;12;37;132;;;;;;;;
8177;5;2;2;1;5;1;0;4;3;31;14,49;3,28;161;;;;;;;;
1311;10;12;3;1;3;1;0;3;4;69;13,53;5,1;78;;;;;;;;
1313;6;1;3;1;6;2;0;6;4;33;8;3,51;181;;;;;;;;
1314;10;16;3;4;6;2;0;4;6;39;10;3,18;43;;;;;;;;
8403;9;4;2;1;5;2;1;4;5;41;9;3,89;173;;;;;;;;
1317;7;10;3;1;4;1;0;4;2;38;15,54;3,79;71;;;;;;;;
1320;10;15;4;4;3;1;1;4;3;76;12;7;126;;;;;;;;
8492;7;6;2;1;5;2;0;6;5;40;13,5;2,79;120;;;;;;;;
1323;7;6;3;1;4;1;0;3;3;30;25,73;3,74;108;;;;;;;;
8505;3;7;2;1;3;1;1;3;4;200;20;11;250;;;;;;;;
8643;5;3;2;4;2;1;1;3;4;45;19,95;2,48;84;;;;;;;;
1326;8;5;3;1;5;2;0;3;4;39;22,03;3,02;66;;;;;;;;
1327;10;5;3;1;2;1;0;3;3;37;13;3,82;53;;;;;;;;
1328;6;5;3;1;4;1;1;4;4;48;32,09;3,69;118;;;;;;;;
1330;4;1;3;4;5;2;0;4;5;46;8;6;97;;;;;;;;
1331;9;6;3;1;6;2;0;6;4;32;9;3,86;90;;;;;;;;
1333;5;1;3;4;6;2;0;4;4;50;13;3,3;104;;;;;;;;
8648;4;1;2;1;5;1;0;4;4;34;5;6,8;191;;;;;;;;
1336;6;15;3;1;5;2;0;5;4;48;8;6;93;;;;;;;;
8765;10;14;2;1;5;1;0;5;3;52;13;3,73;81;;;;;;;;
8824;6;17;2;1;4;1;1;4;4;36;13,44;3,51;197;;;;;;;;
1342;7;18;4;4;5;1;0;4;5;35;23,47;3,52;94;;;;;;;;
1343;7;2;3;1;3;1;0;2;2;25;8,91;3,02;68;;;;;;;;
1344;9;11;3;1;4;1;0;4;2;36;9;3,43;91;;;;;;;;
1345;6;17;3;1;4;1;0;4;4;42;17,6;3,5;80;;;;;;;;
1346;9;9;3;1;4;1;0;2;2;21;12,65;3,69;80;;;;;;;;
1348;17;7;3;4;1;1;1;1;1;50,1;12,5;2,44;30;;;;;;;;
1350;8;2;3;1;1;1;0;3;1;35;5;7;74;;;;;;;;
1351;7;18;3;1;5;1;0;4;3;28;7,8;3,88;100;;;;;;;;
1354;6;21;3;1;2;1;0;2;2;35;22,83;3,83;130;;;;;;;;
1356;10;6;3;1;3;1;1;4;3;85;20;3,84;44;;;;;;;;
1360;10;6;3;1;4;1;0;4;4;31;7;2,71;66;;;;;;;;
1362;17;5;3;4;2;1;1;2;3;97;19,4;5;29;;;;;;;;
1363;9;11;3;1;5;1;0;5;3;55;10;5,5;71;;;;;;;;
1371;6;15;3;4;2;1;0;3;4;42;7;6;92;;;;;;;;
9009;9;7;2;1;6;1;1;4;5;40;8;3,68;137;;;;;;;;
1378;1;5;3;1;2;1;0;1;3;16;5,8;2,99;78;;;;;;;;
1381;8;1;3;1;3;1;0;4;2;40;28,53;3,76;74;;;;;;;;
1384;8;7;3;1;4;1;0;4;4;45;35,66;2,25;57;;;;;;;;
9058;9;6;2;1;5;1;1;3;5;40;7;3,62;65;;;;;;;;
1388;4;1;3;1;4;1;0;4;2;39;35;3,56;120;;;;;;;;
1389;4;6;3;4;1;1;0;3;1;60;12;5;66;;;;;;;;
9106;4;7;2;4;4;1;1;4;4;40;23,47;3,53;170;;;;;;;;
1394;8;5;4;1;5;2;0;5;4;90;18;5;84;;;;;;;;
1396;6;1;3;4;5;2;0;7;4;40;10;2,02;167;;;;;;;;
1398;8;3;3;1;5;1;0;3;5;30;8;2,37;96;;;;;;;;
1399;1;5;3;1;4;1;0;3;2;19;11,55;3,17;102;;;;;;;;
1400;6;15;3;4;1;1;0;3;1;45;9;3,05;84;;;;;;;;
1403;3;1;3;1;5;2;1;6;3;95;5;19;110;;;;;;;;
1412;6;1;3;1;4;1;1;4;3;75;12;6,3;77;;;;;;;;
1414;10;16;3;1;4;1;0;4;3;40;12;2,52;40;;;;;;;;
1416;6;6;3;1;6;2;0;5;4;36;13,7;3,8;83;;;;;;;;
1418;3;1;3;1;5;2;0;2;3;30;12;3,15;158;;;;;;;;
1419;4;8;3;4;5;2;0;4;4;55;22,37;3,68;66;;;;;;;;
1421;5;6;3;1;6;1;0;4;4;35;9,8;2,65;104;;;;;;;;
1424;9;9;3;4;2;1;0;3;4;31;10;3,96;75;;;;;;;;
1425;5;8;3;1;5;1;0;4;5;35;5,8;6;162;;;;;;;;
9530;9;10;2;1;6;1;1;10;6;100;17;6;355;;;;;;;;
1431;7;3;3;1;4;1;0;3;3;26;11,84;3,14;63;;;;;;;;
9533;7;16;2;1;4;1;1;4;3;36;12,49;3,85;205;;;;;;;;
1433;6;18;3;4;2;1;0;3;2;34;4,59;7,4;94;;;;;;;;
1438;9;4;3;1;6;1;0;6;5;44,3;29,24;3,65;102;;;;;;;;
1440;10;15;3;4;2;1;0;3;2;43;31,69;3,62;58;;;;;;;;
1441;8;3;1;1;4;1;1;4;2;130;22;6;121;;;;;;;;
1444;1;5;3;4;2;1;0;3;2;19;8,4;3,06;102;;;;;;;;
1445;5;7;3;4;3;1;1;6;3;50;21,72;3;100;;;;;;;;
9597;5;7;2;1;5;1;0;5;3;70;17;2,47;135;;;;;;;;
1450;6;6;3;4;1;1;0;3;1;37;10;3,75;93;;;;;;;;
1451;7;19;3;1;5;2;0;5;3;49;8;6,5;104;;;;;;;;
1453;7;18;3;1;2;1;0;1;2;24;10,93;3,52;66;;;;;;;;
9719;4;14;2;4;1;1;1;3;1;85;44,78;3,53;94;;;;;;;;
1455;4;2;3;1;3;1;0;3;3;30;6;3,91;50;;;;;;;;
1458;19;9;3;4;1;1;0;2;1;34,1;7,81;3,82;37;;;;;;;;
1459;5;1;3;4;5;2;0;5;3;40;16,84;3,54;97;;;;;;;;
1464;9;5;3;1;5;2;1;3;3;50;35,78;3,72;87;;;;;;;;
1468;6;18;3;1;2;1;0;3;3;36;12,34;3,59;90;;;;;;;;
1471;7;19;3;1;5;1;0;5;5;49;8;6,5;104;;;;;;;;
1472;8;1;4;1;4;1;0;6;4;72;14;5;123;;;;;;;;
1479;9;3;3;4;1;1;0;3;1;34;4,59;7,4;94;;;;;;;;
1484;28;9;3;4;1;1;0;2;1;35;12;3,04;56;;;;;;;;
1487;9;3;3;4;2;1;0;3;4;34;4,59;7,4;94;;;;;;;;
1489;4;1;3;4;2;1;1;2;3;60;31,28;3,84;52;;;;;;;;
1491;4;10;3;1;2;1;1;2;4;61;10;5,94;34;;;;;;;;
9814;9;6;2;1;1;1;0;1;1;75;15;5;200;;;;;;;;
1494;6;15;3;4;3;1;0;5;2;41;8,2;3,98;93;;;;;;;;
1501;7;20;3;1;2;1;1;3;4;47;10;3,69;70;;;;;;;;
1502;9;11;3;4;1;1;0;3;1;34;4,59;7,4;94;;;;;;;;
1504;1;7;3;1;4;1;0;6;3;45;19,85;3,25;97;;;;;;;;
1509;6;6;3;1;4;1;0;3;4;30;30;30;111;;;;;;;;
1511;9;5;3;4;2;1;0;3;4;34;4,59;7,4;94;;;;;;;;
1513;7;6;3;1;3;1;0;2;4;40;15,1;3,76;95;;;;;;;;
1515;8;2;3;1;5;1;0;3;4;22;12,87;2,47;68;;;;;;;;
1518;10;9;3;2;2;1;0;2;3;46;9;5,1;43;;;;;;;;
1519;1;3;3;4;1;1;0;3;1;42;14;3,76;63;;;;;;;;
1520;10;14;3;1;4;1;0;3;4;34;10;3,31;79;;;;;;;;
1523;9;8;3;4;5;1;1;4;4;65;12;5,5;161;;;;;;;;
1525;9;4;3;1;4;1;0;4;3;43;11;3,86;101;;;;;;;;
1527;9;8;3;4;6;1;1;4;5;65;12;5,5;16;;;;;;;;
1529;4;7;3;4;1;1;0;3;1;38;12,3;3,96;77;;;;;;;;
1530;8;1;3;4;1;1;0;3;1;30;7;3,88;50;;;;;;;;
1531;7;6;3;1;1;1;1;2;1;63;27,55;3,51;56;;;;;;;;
9856;4;11;2;1;3;1;1;3;2;55;14;3,55;67;;;;;;;;
1536;19;8;3;1;1;1;0;2;1;32;7;3,53;46;;;;;;;;
9861;3;1;2;1;5;2;0;5;4;52;43,77;3,84;221;;;;;;;;
1542;6;7;3;1;1;1;1;3;1;85;17;5;68;;;;;;;;
9944;9;3;2;1;4;1;1;4;3;35;13;2,42;101;;;;;;;;
1548;8;5;4;1;7;2;0;6;7;40;10;2,77;180;;;;;;;;
1550;4;6;3;4;3;1;0;4;4;40;9,7;3,61;66;;;;;;;;
1555;9;8;3;4;5;2;1;4;5;60;12;5,5;17;;;;;;;;
1558;8;6;3;1;5;1;0;4;5;45;31,92;3,55;66;;;;;;;;
1559;5;4;3;4;4;1;0;4;4;38;9,5;3,02;89;;;;;;;;
9998;10;2;2;1;5;1;0;4;4;32;9;3,36;70;;;;;;;;
1566;9;8;3;4;6;2;1;5;5;65;12;5,5;16;;;;;;;;
10006;6;10;2;1;6;1;1;3;4;62;10,33;6;435;;;;;;;;
1570;10;7;3;1;5;1;0;9;4;39;10;3,03;92;;;;;;;;
1572;5;6;3;1;5;2;0;3;5;31;8;3,7;129;;;;;;;;
1573;8;6;3;4;6;1;0;4;4;31;23,29;3,62;74;;;;;;;;
1575;6;11;3;1;4;1;0;4;3;45;11;3,44;111;;;;;;;;
1576;9;7;3;4;6;2;0;5;5;53;21,63;3,95;116;;;;;;;;
1579;9;6;3;4;3;1;0;4;4;34;15,29;2,83;88;;;;;;;;
1580;7;17;1;1;3;1;1;9;3;150;13;12;166;;;;;;;;
1581;6;18;3;1;4;1;0;5;3;35;7;5,5;111;;;;;;;;
1589;10;16;3;1;4;1;0;3;2;40;6,7;6;40;;;;;;;;
1591;7;6;3;1;4;1;0;4;4;44;11;2,51;67;;;;;;;;
10134;10;4;2;1;4;1;1;3;2;35;8,2;3,02;76;;;;;;;;
1596;7;17;3;1;4;1;0;4;3;30;20,11;3,64;83;;;;;;;;
1599;6;12;3;1;3;1;0;3;2;40;20,91;3,06;85;;;;;;;;
