;Quận;Phường;Loại hình nhà ở;Giấy tờ pháp lý;Số tầng;Phòng Khách;Car room;Số phòng ngủ;WC;Diện tích; Dài ;    Rộng    ;Giá/m2
1004;1;7;3;1;5;2;0;3;5;42;10;3,69;123,81
1008;12;6;3;1;5;1;0;3;4;33;8;3,54;84,85
1009;1;11;3;4;2;1;0;3;2;28;13,32;3,65;105,36
1013;6;7;2;1;3;1;1;3;4;113;108,79;2,8;141,59
1019;12;4;3;1;5;1;1;4;5;47;9,4;5;63,83
1020;9;10;2;1;5;1;1;4;5;70;15;3,57;221,43
1026;10;13;2;1;3;1;0;4;3;83;58,3;2,97;91,57
1028;7;20;3;1;5;2;0;3;3;43;29,84;3,49;69,77
1030;10;10;3;4;2;1;0;3;2;35;10;2,32;46,29
1031;4;8;3;1;1;1;0;3;1;36;10;2,66;83,33
1041;6;17;3;1;5;1;0;2;4;11;2,7;3,55;122,73
1057;10;11;3;4;2;1;0;3;3;32;8;4;44,38
1060;8;1;3;1;5;2;0;4;5;39;9;3,83;111,54
1070;6;10;3;1;4;1;0;3;2;36;26,38;3,56;55,56
1074;10;16;3;1;4;1;0;4;3;36;14,56;3,25;47,78
1081;6;4;3;1;3;1;0;2;2;22;8,71;3,48;84,09
1096;10;11;3;4;2;1;0;3;2;32;8;3,79;50
1106;1;7;3;1;6;1;1;8;5;60;14;3,62;208,33
1110;11;6;3;1;5;2;0;3;3;38;11;3,74;94,74
1112;9;10;3;1;5;2;0;3;5;35;5;7;77,14
1116;8;4;3;1;4;1;0;4;4;42;25,07;3,68;66,67
1117;8;3;3;1;1;1;0;1;1;38;36,07;3,08;52,63
1123;4;11;3;1;5;1;0;6;3;40;18,4;3,51;70
1128;10;11;3;1;4;1;0;4;4;37;17,94;2,78;43,24
1132;6;12;3;1;3;1;0;4;2;35;8,5;3,36;97,14
1142;6;10;3;1;5;2;1;8;5;64;13;5;78,13
1154;4;9;3;1;4;1;0;3;2;35;12,36;3,7;68,57
1161;9;3;3;4;6;1;0;6;5;45;20,03;3,29;122,22
1179;8;4;3;1;4;1;0;4;2;45;39,08;3,56;51,11
1180;10;12;4;1;5;2;0;5;5;55;40,25;3,93;101,82
1187;9;5;3;1;4;1;0;4;2;45;38,42;3,18;142,22
1189;7;6;3;1;5;1;0;5;3;34;8;3,76;92,65
1192;10;14;2;1;3;1;0;3;4;34;10;35;72,06
1207;6;16;3;4;2;1;0;3;2;30;5,56;5,4;90
1212;8;3;3;1;5;1;0;3;5;30;9;3,77;80
1221;5;7;3;1;4;1;0;4;2;43;11,25;2,71;227,91
1225;4;1;3;1;6;2;1;5;4;47;9;3,71;117,02
1226;8;11;3;1;1;1;0;3;1;51;7,73;6,6;96,08
1231;10;10;3;4;1;1;0;3;1;32;8;3,22;53,13
1233;1;14;3;4;1;1;0;3;1;18;6;3,66;69,44
1234;9;5;3;1;2;1;0;2;2;32;4,38;7,3;100
1237;3;7;2;4;5;2;0;4;5;53;12;3,77;98,11
1248;9;9;2;1;6;2;0;4;5;35;9;2,19;65,71
1249;8;4;3;4;1;1;0;3;1;35;23,26;2,69;65,71
1258;4;12;3;1;5;1;0;4;4;41;10;2,73;65,85
1268;8;8;3;1;5;2;0;3;3;40;10;3,88;70
1271;19;9;3;1;3;1;0;2;2;30;8;3,91;40,33
1276;9;5;3;1;5;1;0;4;5;45;10,1;3,58;157,78
1279;6;17;3;1;4;1;0;2;2;19;8,37;3,64;91,05
1282;10;9;3;1;5;1;0;4;5;40;11;3,48;75
1286;6;6;3;1;5;2;1;5;4;50;10;3,63;93
1287;4;1;3;1;6;1;0;3;4;30;10;3,42;110
1288;10;5;3;1;3;1;0;6;2;36;18;3,65;120,83
1289;4;1;3;1;4;1;1;4;4;57;15;2,91;77,19
1292;8;6;3;1;4;1;1;4;4;60;10;6;55,83
1296;3;1;3;1;5;1;0;3;3;60;29,76;3,97;52,5
1297;10;11;3;4;3;1;0;4;2;36;10;3,35;44,44
1306;7;19;3;4;5;2;0;4;5;52;13;2,66;70,19
1307;18;7;3;1;3;1;0;2;2;30;6;2,64;50,33
1309;9;3;3;1;5;2;0;5;5;43;12;37;132,56
1310;9;6;2;1;5;2;1;4;4;50;31,15;3,3;200
1311;10;12;3;1;3;1;0;3;4;69;13,53;5,1;78,26
1313;6;1;3;1;6;2;0;6;4;33;8;3,51;181,82
1314;10;16;3;4;6;2;0;4;6;39;10;3,18;43,59
1316;9;8;2;1;3;1;1;4;2;50;10;2,93;190
1317;7;10;3;1;4;1;0;4;2;38;15,54;3,79;71,05
1320;10;15;4;4;3;1;1;4;3;76;12;7;126,32
1321;6;9;2;1;6;1;1;4;4;30;12;41;196,67
1323;7;6;3;1;4;1;0;3;3;30;25,73;3,74;108,33
1324;4;8;2;1;4;1;0;4;4;50;13;2,94;60
1325;8;13;2;1;4;1;1;2;2;45;15,4;3,5;100
1326;8;5;3;1;5;2;0;3;4;39;22,03;3,02;66,67
1327;10;5;3;1;2;1;0;3;3;37;13;3,82;53,19
1328;6;5;3;1;4;1;1;4;4;48;32,09;3,69;118,75
1330;4;1;3;4;5;2;0;4;5;46;8;6;97,83
1331;9;6;3;1;6;2;0;6;4;32;9;3,86;90,63
1333;5;1;3;4;6;2;0;4;4;50;13;3,3;104
1335;5;7;2;4;4;1;1;4;2;62;10;6,2;83,87
1336;6;15;3;1;5;2;0;5;4;48;8;6;93,75
1337;10;5;2;4;4;1;1;4;2;38;6,03;6,3;89,47
1341;5;5;2;4;8;1;1;9;7;45;11;3,66;184,44
1342;7;18;4;4;5;1;0;4;5;35;23,47;3,52;94,29
1343;7;2;3;1;3;1;0;2;2;25;8,91;3,02;68
1344;9;11;3;1;4;1;0;4;2;36;9;3,43;91,67
1345;6;17;3;1;4;1;0;4;4;42;17,6;3,5;80,95
1346;9;9;3;1;4;1;0;2;2;21;12,65;3,69;80,95
1348;17;7;3;4;1;1;1;1;1;50,1;12,5;2,44;30
1350;8;2;3;1;1;1;0;3;1;35;5;7;74,29
1351;7;18;3;1;5;1;0;4;3;28;7,8;3,88;100
1354;6;21;3;1;2;1;0;2;2;35;22,83;3,83;130
1356;10;6;3;1;3;1;1;4;3;85;20;3,84;44,71
1360;10;6;3;1;4;1;0;4;4;31;7;2,71;66,13
1362;17;5;3;4;2;1;1;2;3;97;19,4;5;29,18
1363;9;11;3;1;5;1;0;5;3;55;10;5,5;71,82
1371;6;15;3;4;2;1;0;3;4;42;7;6;92,86
1373;5;7;2;1;6;2;1;6;5;90;18;5;138,89
1378;1;5;3;1;2;1;0;1;3;16;5,8;2,99;78,13
1381;8;1;3;1;3;1;0;4;2;40;28,53;3,76;74,5
1384;8;7;3;1;4;1;0;4;4;45;35,66;2,25;57,78
1385;5;3;2;1;5;1;0;3;3;35;11,99;2,7;113,71
1388;4;1;3;1;4;1;0;4;2;39;35;3,56;120,51
1389;4;6;3;4;1;1;0;3;1;60;12;5;66,67
1391;12;10;2;1;4;1;0;4;2;34;10;3,62;70,59
1394;8;5;4;1;5;2;0;5;4;90;18;5;84,44
1396;6;1;3;4;5;2;0;7;4;40;10;2,02;167,5
1398;8;3;3;1;5;1;0;3;5;30;8;2,37;96,67
1399;1;5;3;1;4;1;0;3;2;19;11,55;3,17;102,63
1400;6;15;3;4;1;1;0;3;1;45;9;3,05;84,44
1403;3;1;3;1;5;2;1;6;3;95;5;19;110,53
1412;6;1;3;1;4;1;1;4;3;75;12;6,3;77,33
1414;10;16;3;1;4;1;0;4;3;40;12;2,52;40,5
1416;6;6;3;1;6;2;0;5;4;36;13,7;3,8;83,33
1418;3;1;3;1;5;2;0;2;3;30;12;3,15;158,33
1419;4;8;3;4;5;2;0;4;4;55;22,37;3,68;66,91
1421;5;6;3;1;6;1;0;4;4;35;9,8;2,65;104,29
1424;9;9;3;4;2;1;0;3;4;31;10;3,96;75,81
1425;5;8;3;1;5;1;0;4;5;35;5,8;6;162,86
1428;15;4;2;1;1;1;0;1;1;168;20;9;15,48
1431;7;3;3;1;4;1;0;3;3;26;11,84;3,14;63,46
1432;6;1;2;1;3;1;1;3;2;39;14;3,91;330,77
1433;6;18;3;4;2;1;0;3;2;34;4,59;7,4;94,12
1438;9;4;3;1;6;1;0;6;5;44,3;29,24;3,65;102,27
1440;10;15;3;4;2;1;0;3;2;43;31,69;3,62;58,14
1441;8;3;1;1;4;1;1;4;2;130;22;6;121,54
1444;1;5;3;4;2;1;0;3;2;19;8,4;3,06;102,63
1445;5;7;3;4;3;1;1;6;3;50;21,72;3;100
1446;12;3;2;4;7;1;1;7;6;60;15;3,4;165
1450;6;6;3;4;1;1;0;3;1;37;10;3,75;93,27
1451;7;19;3;1;5;2;0;5;3;49;8;6,5;104,08
1453;7;18;3;1;2;1;0;1;2;24;10,93;3,52;66,67
1454;9;4;2;1;4;1;0;3;4;40;15,49;3,13;162,5
1455;4;2;3;1;3;1;0;3;3;30;6;3,91;50,27
1458;19;9;3;4;1;1;0;2;1;34,1;7,81;3,82;37,35
1459;5;1;3;4;5;2;0;5;3;40;16,84;3,54;97,5
1464;9;5;3;1;5;2;1;3;3;50;35,78;3,72;87
1468;6;18;3;1;2;1;0;3;3;36;12,34;3,59;90,56
1471;7;19;3;1;5;1;0;5;5;49;8;6,5;104,08
1472;8;1;4;1;4;1;0;6;4;72;14;5;123,61
1479;9;3;3;4;1;1;0;3;1;34;4,59;7,4;94,12
1484;28;9;3;4;1;1;0;2;1;35;12;3,04;56,23
1487;9;3;3;4;2;1;0;3;4;34;4,59;7,4;94,12
1489;4;1;3;4;2;1;1;2;3;60;31,28;3,84;52,5
1491;4;10;3;1;2;1;1;2;4;61;10;5,94;34,43
1492;3;2;2;1;6;1;1;8;4;84;61,48;3,28;178,57
1494;6;15;3;4;3;1;0;5;2;41;8,2;3,98;93,9
1501;7;20;3;1;2;1;1;3;4;47;10;3,69;70,92
1502;9;11;3;4;1;1;0;3;1;34;4,59;7,4;94,12
1504;1;7;3;1;4;1;0;6;3;45;19,85;3,25;97,78
1509;6;6;3;1;4;1;0;3;4;30;30;30;111,67
1511;9;5;3;4;2;1;0;3;4;34;4,59;7,4;94,12
1513;7;6;3;1;3;1;0;2;4;40;15,1;3,76;95
1515;8;2;3;1;5;1;0;3;4;22;12,87;2,47;68,18
1518;10;9;3;2;2;1;0;2;3;46;9;5,1;43,48
1519;1;3;3;4;1;1;0;3;1;42;14;3,76;63,1
1520;10;14;3;1;4;1;0;3;4;34;10;3,31;79,41
1523;9;8;3;4;5;1;1;4;4;65;12;5,5;161,54
1525;9;4;3;1;4;1;0;4;3;43;11;3,86;101,16
1527;9;8;3;4;6;1;1;4;5;65;12;5,5;16,15
1529;4;7;3;4;1;1;0;3;1;38;12,3;3,96;77,89
1530;8;1;3;4;1;1;0;3;1;30;7;3,88;50
1531;7;6;3;1;1;1;1;2;1;63;27,55;3,51;56,35
1535;6;17;2;1;4;1;0;5;2;65;28,55;3,82;398,46
1536;19;8;3;1;1;1;0;2;1;32;7;3,53;46,5
1541;6;17;2;1;9;1;0;4;7;61;13;3,56;431,15
1542;6;7;3;1;1;1;1;3;1;85;17;5;68,82
1545;4;7;2;1;4;1;1;3;4;73;14;5,4;58,9
1548;8;5;4;1;7;2;0;6;7;40;10;2,77;180
1550;4;6;3;4;3;1;0;4;4;40;9,7;3,61;66,25
1555;9;8;3;4;5;2;1;4;5;60;12;5,5;17,5
1558;8;6;3;1;5;1;0;4;5;45;31,92;3,55;66,67
1559;5;4;3;4;4;1;0;4;4;38;9,5;3,02;89,47
1563;8;3;2;1;9;2;0;10;7;100;10;10;120
1566;9;8;3;4;6;2;1;5;5;65;12;5,5;16,15
1569;8;8;2;1;4;1;1;4;4;60;10,91;5,5;91,67
1570;10;7;3;1;5;1;0;9;4;39;10;3,03;92,31
1572;5;6;3;1;5;2;0;3;5;31;8;3,7;129,03
1573;8;6;3;4;6;1;0;4;4;31;23,29;3,62;74,19
1575;6;11;3;1;4;1;0;4;3;45;11;3,44;111,11
1576;9;7;3;4;6;2;0;5;5;53;21,63;3,95;116,98
1579;9;6;3;4;3;1;0;4;4;34;15,29;2,83;88,24
1580;7;17;1;1;3;1;1;9;3;150;13;12;166
1581;6;18;3;1;4;1;0;5;3;35;7;5,5;111,43
1589;10;16;3;1;4;1;0;3;2;40;6,7;6;40,5
1591;7;6;3;1;4;1;0;4;4;44;11;2,51;67,05
1593;12;4;2;4;5;2;1;5;5;40;11,43;2,03;98,75
1596;7;17;3;1;4;1;0;4;3;30;20,11;3,64;83,33
1599;6;12;3;1;3;1;0;3;2;40;20,91;3,06;85
1602;10;16;3;1;4;1;0;3;4;37;10;3,49;37,84
1606;8;6;2;1;2;1;0;3;2;30;7,4;2,75;103,33
1607;9;3;3;4;6;2;0;5;5;52;11,5;3,96;90,38
1610;8;8;3;3;4;1;0;3;2;33;8;3,76;112,12
1611;1;5;2;1;4;1;0;4;2;46;9;2,55;108,7
1612;8;11;2;1;5;2;0;3;3;35;10;3,53;100
1615;6;10;3;1;3;1;0;3;4;29;10,15;3,61;96,55
1620;8;4;3;1;1;1;0;3;1;35;9;3,34;82,86
1625;9;3;3;1;4;1;1;2;2;62;39,84;3,49;53,23
1627;4;11;3;4;1;1;1;3;1;60;10;6;80
1632;7;2;3;4;6;1;0;5;4;42;36,65;3,57;80,95
1640;1;13;3;4;5;1;0;4;3;86;52,85;3,74;76,74
1644;6;3;3;1;4;1;0;4;4;39;13,89;3,73;84,62
1660;1;5;3;1;1;1;0;1;1;16;11,75;3,55;78,13
1662;9;3;3;1;5;1;0;3;4;34;14,57;3,65;79,41
1664;8;8;3;4;1;1;0;3;1;30;29,56;3,48;60
1668;5;8;2;1;4;1;1;4;3;60;10;6;175
1669;6;12;3;1;4;1;0;4;4;45;26,4;3,88;100
1673;9;5;3;1;5;1;0;4;4;37;11;3,99;75,68
1675;7;17;3;1;4;1;0;3;3;30;11,32;2,65;132,67
1677;7;3;2;4;6;1;1;10;4;110;37,7;2,47;209,09
1686;8;11;2;1;5;1;1;4;3;35;27,11;3,87;80
1687;10;6;3;4;5;1;0;4;4;39;5,42;7,2;99,23
1691;1;3;3;1;7;2;0;5;6;62;10,33;6;106,45
1694;5;6;3;4;6;2;0;4;6;35;12;3,5;168,57
1697;4;1;3;1;4;1;1;4;4;60;4,5;3,88;141,67
1704;9;11;2;1;7;1;1;7;5;50;7,14;7;400
1705;4;4;3;1;4;1;0;4;4;70;14;5;107,14
1706;7;1;2;1;3;1;0;3;2;23;8;3,8;108,7
1712;5;8;2;1;5;1;1;4;5;46;10;3,6;97,83
1715;6;10;3;4;6;1;0;4;4;35;25,32;3,57;85,71
1716;6;15;3;4;2;1;0;3;4;36;10;4;95,28
1718;10;6;3;1;4;1;0;4;3;33;6,35;5,2;71,82
1721;12;10;2;1;2;1;1;2;4;50;10;5,2;37
1727;7;15;3;1;3;1;0;3;3;58;9,83;5,9;50
1733;10;6;3;1;4;1;0;4;2;34;10;2,37;58,24
1735;5;3;2;1;6;2;0;5;4;70;36,27;2,73;350
1736;8;5;2;1;3;1;0;3;4;102;47,03;3,75;85,98
1738;9;4;2;1;5;1;0;6;3;38;9;3,61;73,68
1740;12;3;3;1;5;1;0;3;3;33;13;35;107,58
1741;4;6;3;1;1;1;0;3;1;35;6;6;81,43
1742;7;13;2;1;2;1;1;2;2;70;11,67;6;421,43
1744;1;3;3;1;1;1;0;3;1;38;8,8;3,83;136,84
1746;5;5;3;4;1;1;0;3;1;35;29,87;3,81;102,86
1747;11;12;2;4;2;1;1;3;4;68;14;5;63,97
1750;1;5;3;4;5;2;0;3;3;45;35,55;2,69;106,67
1754;7;19;2;1;5;2;1;2;3;30;5;5,8;95
1769;6;12;2;1;5;2;1;4;4;36;8;3,98;169,44
1771;9;3;3;1;5;1;0;3;3;36;26,11;3,53;69,44
1774;6;6;4;4;3;1;0;5;2;65;10;6,5;198,43
1778;4;12;1;4;2;1;1;3;4;30;10,82;2,87;76,67
1784;8;8;3;4;4;1;0;6;3;60;3,8;3,84;78,33
1786;8;2;3;1;5;1;0;3;5;35;12,85;2,98;100
1788;5;4;1;1;4;1;1;5;3;78;10;8;150
1796;9;5;3;1;3;1;0;2;3;13;5,31;2,3;78,46
1799;6;4;3;1;4;1;0;3;3;36;25,65;3,98;83,33
1802;9;3;3;1;4;1;0;4;3;58;10;6;55,17
1803;9;6;3;4;6;2;0;10;4;60;10;6;126,67
1807;8;6;3;4;1;1;0;3;1;31;14,11;3,54;82,26
1811;4;9;3;4;1;1;0;1;1;36;19,21;2,68;72,22
1815;6;10;3;4;1;1;0;3;1;32;11,83;3,92;104,69
1822;5;5;3;1;6;1;1;5;4;51;10,2;3,61;176,47
1825;8;13;3;1;4;1;0;4;2;39;14,91;2,71;61,54
1827;8;2;3;1;5;1;1;4;4;47;14;3,19;65,96
1828;10;7;3;1;2;1;1;2;3;47;8,7;5,4;60,64
1834;5;1;3;4;2;1;0;3;3;42;18,51;3,92;94,05
1839;8;1;3;4;3;1;0;4;3;45;19,32;3,58;78,89
1841;8;11;3;1;4;1;0;5;3;61;24,32;2,38;57,38
1845;7;6;3;1;4;1;0;4;4;45;4;2,67;75,56
1846;8;1;3;1;5;2;0;4;4;36;15,32;3,51;77,78
1848;6;15;3;4;1;1;0;3;1;40;11;3,68;96,25
1853;10;6;2;1;4;1;0;4;3;40;10;3,71;92,75
1858;4;1;3;1;3;1;0;6;2;44;9;3,02;162,5
1863;10;13;2;1;5;2;1;5;3;45;28,05;3,53;121,11
1864;19;6;3;1;3;1;0;3;3;32;8;3,95;41,56
1865;3;6;3;4;4;1;0;4;2;38;27,11;3,54;102,63
1867;10;6;4;1;5;1;0;4;3;57;13;3,88;114,04
1871;7;19;3;1;2;1;0;2;2;30;5;6;66,67
1877;19;6;2;1;1;1;1;2;1;75;15;5;37,33
1883;8;8;3;1;1;1;0;2;1;51;12;3,7;70,59
1893;9;3;3;1;6;2;0;4;4;38;11;3,42;71,05
1896;6;13;2;1;5;2;1;6;4;67;64,52;2,69;116,42
1897;8;8;3;1;5;1;0;3;3;35;7;2,63;77,14
1903;11;12;3;1;4;1;0;4;2;52;13;3,91;75,96
1906;6;6;4;4;3;1;0;6;2;76;10;7,6;124,82
1908;6;6;3;1;5;2;0;4;5;38;17,54;3,13;118,42
1912;19;6;3;1;1;1;1;2;1;48,4;12,1;3,82;25
1913;8;5;3;1;5;1;0;3;4;22;9,36;3,04;109,09
1915;18;3;2;1;1;1;1;2;1;46;9,1;5,1;33,26
1916;5;2;2;4;5;2;1;5;5;52;9;6;165,38
1919;11;5;2;1;3;1;0;3;3;51;13;45;43,14
1920;8;2;3;1;6;1;0;4;6;60;16;45;70
1921;10;12;3;1;4;1;0;4;2;38;10;3,35;76,32
1929;8;3;3;4;5;2;0;5;3;26;9;3,67;92,31
1930;28;9;3;1;5;1;0;4;4;89;12,71;7;38,2
1931;1;13;3;1;5;2;0;4;3;31;5,17;6;127,42
1933;6;8;3;1;4;1;0;3;3;25;6;3,98;98
1935;10;2;2;1;1;1;1;2;1;47,5;30,37;2,67;48,94
1936;6;4;3;1;2;1;0;3;3;30;30;30;90
1937;7;6;3;1;4;1;0;2;3;34;21,19;3,02;82,35
1941;9;6;3;1;4;1;1;4;4;62;23,71;3,58;87,1
1945;12;1;3;4;4;1;0;6;3;53;13,59;3,61;84,91
1953;10;14;3;1;5;1;0;3;5;33;31,72;3,81;66,67
1957;10;14;3;1;4;1;0;3;4;32;11;3,49;74,69
1960;8;1;3;4;1;1;0;3;1;20;5;3,53;70
1961;10;15;3;1;4;1;0;3;4;34;9;3,94;73,53
1963;10;2;2;1;1;1;0;2;1;62;12,4;5;62,9
1967;10;9;4;1;5;1;1;4;5;50;11;45;136
1970;5;1;2;1;2;1;1;3;3;70;50,62;3,66;35,71
1972;9;6;2;1;5;2;0;8;3;55;11;3,79;192,73
1991;6;20;3;1;2;1;0;3;3;33;11,78;3,21;128,79
1994;12;10;3;1;4;1;0;3;4;33;8;3,34;72,73
1997;6;17;3;1;4;1;0;4;2;42;29,59;3,61;173,81
2010;4;2;3;1;4;1;0;4;4;40;35;6;68,75
2014;5;8;3;1;4;1;0;4;4;56;45,29;3,93;80,36
2015;8;5;3;1;3;1;1;4;4;55;37,7;3,85;103,64
2017;7;15;3;1;3;1;0;3;4;58;9,83;5,9;50
2020;8;4;4;4;1;1;0;3;1;104;12;9;68,27
2028;9;1;3;1;5;1;0;3;4;40;10;3,32;91,25
2041;10;6;4;1;5;2;0;4;3;55;12;45;136,36
2044;3;1;3;4;2;1;0;3;2;45;9;2,98;133,33
2052;5;3;2;1;6;1;0;5;4;80;16;5;175
2056;5;2;3;1;3;1;0;4;3;32;9;3,68;98,44
2057;5;8;3;4;1;1;0;3;1;33;15,09;2,61;172,73
2063;7;20;2;1;5;2;1;4;5;50;10;2,94;93
2076;1;7;3;1;3;1;1;2;2;75;5;15;73,33
2078;6;18;3;1;4;1;0;3;4;21;12,53;3,65;116,67
2081;18;6;1;2;5;1;2;5;5;175;14,58;12;49,71
2088;8;2;3;1;5;1;0;4;4;40;10;3,97;76,25
2089;8;9;3;1;4;1;0;4;2;40;27,83;3,12;65
2094;9;5;3;4;4;1;0;6;3;41;9,3;3,03;77,32
2101;12;10;3;1;4;1;0;4;3;34;6,09;5,58;77,35
2117;7;6;3;1;5;1;1;3;3;72;4;3,67;53,47
2123;9;6;3;1;2;1;0;3;3;42;18,6;3,49;114,29
2126;10;2;4;4;3;1;1;5;2;75;15;5;69,33
2127;5;5;2;1;6;2;1;4;6;50;10;3,65;280
2129;1;6;2;1;3;1;0;3;3;72;14,4;5;236,11
2138;11;12;3;1;5;1;0;5;3;42;10,5;3,61;92,86
2146;9;4;3;1;1;1;0;3;1;40;14,15;3,81;120
2155;9;5;3;1;4;1;0;4;2;40;17,95;3,38;70
2157;6;15;3;1;4;1;0;3;4;27;18,64;3,71;122,22
2163;9;5;3;4;2;1;0;3;3;35;15,82;3,96;84,29
2165;6;10;3;1;5;1;0;3;3;35;9,5;2,84;94,29
2171;1;13;3;1;5;2;0;4;5;60;13;3,08;115
2181;19;12;3;1;4;1;0;3;3;30,1;4,98;6,05;58,33
2186;6;10;3;1;3;1;1;4;4;60;15;3,39;41,67
2194;6;8;2;1;1;1;1;2;1;69;14;5;134,78
2199;4;12;3;4;2;1;0;3;4;32;8;2,32;71,88
2201;9;3;3;4;2;1;0;3;2;35;18,33;3,84;102,86
2202;9;2;3;1;5;2;0;3;5;32;10,99;2,46;140,63
2203;5;2;2;4;7;2;0;10;5;60;10;6;155
2210;4;1;2;4;7;2;1;8;7;60;12;5;128,33
2213;10;8;3;1;3;1;0;3;4;33;10;3,22;81,82
2222;5;3;3;1;5;1;0;3;5;35;9;3,48;91,43
2223;6;15;3;1;4;1;0;3;2;27;12,97;3,48;121,85
2228;7;19;3;1;5;1;0;5;3;50;10;2,83;87
2231;19;9;3;1;4;1;0;3;4;33;8;3,67;47,88
2232;1;4;3;1;1;1;0;1;1;13;6;3,32;96,15
2235;3;8;2;1;4;1;1;4;3;24;8;3,76;112,5
2236;9;1;3;1;5;1;0;5;4;55;21,47;3,69;141,82
2239;9;10;3;4;2;1;0;3;4;35;12,35;2,68;102,86
2243;8;13;3;4;3;1;0;4;2;35;7;3,67;65,71
2244;7;17;3;1;5;2;0;4;5;35;10;3,21;102,86
2247;1;14;2;1;4;1;1;4;4;45;6,72;6,7;355,56
2248;28;11;2;1;4;1;1;4;4;30;10;3,72;76,67
2249;6;10;3;4;1;1;0;3;1;33;21,74;3,97;101,52
2252;8;13;3;1;5;1;0;3;3;39;17,42;3,87;55,13
2254;8;11;3;1;4;1;0;4;2;42;12;2,28;67,86
2261;1;11;3;1;6;1;1;10;5;56;14;2,49;223,21
2283;6;6;3;4;6;2;0;4;5;35;10;3,34;98,57
2286;8;8;2;4;6;1;0;5;4;55;11;3,94;90,91
2288;7;20;3;1;5;1;0;3;3;29;9;2,48;100
2295;9;3;3;1;5;1;0;4;4;35;10;3,74;82,86
2303;5;4;3;1;5;1;0;4;3;45;8,18;5,5;126,67
2304;7;17;3;4;2;1;1;3;3;55;50,32;2,8;105,45
2305;3;8;3;1;3;1;1;3;2;56;51,03;3,96;48,21
2309;12;2;2;1;6;2;1;4;6;46;8;6;56,52
2310;8;11;3;2;2;1;0;2;3;38;9,5;2,61;34,21
2320;6;6;2;1;8;2;1;10;8;55;9;6;90,91
2323;8;5;3;4;3;1;0;4;3;49;10;3,56;100
2324;4;8;3;1;1;1;0;3;1;140;21;6,8;25
2329;3;1;2;4;6;2;1;4;6;54;9;6;164,81
2331;8;5;3;4;2;1;0;3;3;30;20,42;3,95;78,33
2333;6;2;3;1;3;1;0;3;4;40;10;3,99;83,75
2338;9;6;3;1;3;1;0;5;2;45;12;2,98;111,11
2340;1;5;2;1;6;1;0;3;4;30;13,98;2,49;33,33
2344;6;19;3;1;5;1;0;3;4;32;17,85;2,88;126,56
2345;9;4;3;4;6;2;0;4;6;55;14,8;37;76,36
2346;5;2;3;1;1;1;0;1;1;35;16,78;3,8;62,86
2348;7;3;2;1;4;1;0;6;4;100;12,5;8;105
2350;10;16;3;1;4;1;0;4;2;34;18,6;3,14;41,18
2353;6;13;3;1;5;2;0;5;3;45;19,73;3,51;86,67
2357;3;4;2;4;8;2;0;10;7;76;10;7,6;213,16
2361;8;3;3;1;2;1;0;2;4;30;5;6;95
2367;9;8;2;1;5;1;1;4;4;41;15,84;3,83;173,17
2368;9;6;3;1;5;2;0;2;3;26;11,28;3,69;101,92
2369;5;8;2;1;5;1;0;4;3;52;21,23;3,83;178,85
2370;10;5;3;4;2;1;0;2;4;38;18,03;3,44;47,37
2374;12;4;3;1;2;1;0;3;2;35;10;3,79;72,86
2375;6;17;3;4;4;1;0;5;2;55;23,21;3,49;245,45
2381;10;15;3;4;4;1;0;4;2;35;18,77;4;72,86
2385;4;12;3;1;5;1;0;4;5;41;6;7;63,41
2387;4;8;2;1;3;1;1;4;2;85;17;5;58,24
2388;7;8;3;1;2;1;0;3;4;40;8;3,07;116,25
2390;6;17;3;4;3;1;0;4;4;42;7;6;133,33
2392;6;7;3;1;5;2;0;5;4;44;11;3,57;95,45
2395;4;11;2;1;4;1;1;5;2;42;12;34;64,29
2396;9;6;3;4;1;1;0;3;1;44;18,19;2,66;63,64
2399;4;8;2;1;3;1;0;4;2;86;11;8;36,05
2400;12;4;3;1;6;1;0;10;5;70;17,5;2,79;103,57
2401;11;12;3;1;5;2;0;4;3;37;11;3,88;70,27
2402;4;8;3;1;4;1;0;4;3;48;12;3,88;81,25
2405;8;6;3;4;1;1;0;3;1;35;8;2,39;61,43
2408;10;7;3;1;5;1;0;3;3;35;10;3,87;85,71
2412;10;7;2;4;6;1;0;4;5;43;23,47;3,74;97,67
2413;7;20;3;1;4;1;0;4;2;40;18,7;3,83;66,25
2414;9;3;3;1;5;2;0;4;4;35;9;2,32;84,29
2417;11;7;2;1;3;1;1;4;2;52;10;3,68;115,38
2419;8;1;3;1;5;2;0;3;5;36;11,5;3,56;70,83
2423;7;19;3;4;5;2;0;4;5;35;10;3,91;79,71
2428;5;6;2;1;5;2;0;6;4;40;17,67;3,58;130
2429;4;1;3;4;2;1;0;3;3;42;8;3,5;105,95
2430;9;5;3;1;4;1;0;3;2;32;13,17;3,7;70,31
2431;8;2;3;1;5;2;0;3;4;35;14,44;3,99;80
2437;4;8;4;1;5;2;0;3;3;32;9;2,64;84,38
2438;7;6;3;1;4;1;0;4;4;39;26,07;3,22;74,36
2439;4;1;3;4;1;1;0;3;1;41;10;3,1;108,54
2450;1;13;3;1;5;1;0;3;4;24;14,8;3,08;91,67
2452;12;5;2;4;7;1;1;9;6;52;13;3,79;115,38
2453;9;1;3;1;7;2;0;7;6;50;10;2,89;184
